learning_rate,n_sae_seeds,hungarian_90,hungarian_90_median,hungarian_90_min,hungarian_90_std,mmcs,mmcs_median,mean_l0,reconstruction_mse,evaluation_dead_latents,distance_from_baseline
0.000175,3,0.9524739583333334,0.955078125,0.947265625,0.003682847818679935,0.9665137132008871,0.9669991135597229,2.0,0.0011113848304376006,15.333333333333334,2.500000000000001e-05
0.00025,3,0.953125,0.953125,0.947265625,0.004784159653873394,0.9675023953119913,0.9660803079605103,2.0,0.000511367058303828,15.0,0.00010000000000000002
0.0002,3,0.9518229166666666,0.951171875,0.947265625,0.004013290366516261,0.9667313893636068,0.9656709432601929,2.0,0.000614579301327467,14.333333333333334,5.000000000000002e-05
0.00015,3,0.9498697916666666,0.947265625,0.947265625,0.003682847818679935,0.9702204465866089,0.9706692695617676,2.0,0.000895448688728114,12.666666666666666,0.0
0.000125,3,0.943359375,0.943359375,0.94140625,0.001594719884624465,0.9652142326037089,0.9635511636734009,2.0,0.0020602840037705996,14.666666666666666,2.4999999999999984e-05
0.0001,3,0.9322916666666666,0.927734375,0.927734375,0.006444983682689887,0.9620646635691324,0.9622761011123657,2.0,0.0033968385929862657,15.0,4.999999999999998e-05
7.5e-05,3,0.91796875,0.916015625,0.90625,0.010457277606906908,0.9553505579630533,0.9533520936965942,2.0,0.007082308332125346,14.666666666666666,7.5e-05
5e-05,3,0.8483072916666666,0.84765625,0.84765625,0.0009207119546699837,0.9287238518397013,0.928331196308136,2.0,0.023130960141619045,15.333333333333334,9.999999999999999e-05
