alpha,n_sae_seeds,hungarian_90_mean,hungarian_90_std,mmcs_mean,mmcs_std,assigned_cosine_mean_mean,assigned_cosine_mean_std,top_pair_max_cosine_mean,top_pair_max_cosine_std
0.0,5,0.9046875,0.003983608994994363,0.97045419216156,0.00147992562741508,0.9387662053108216,0.002614169991601979,0.7074387550354004,0.0009584107666488327
0.5,5,0.915625,0.009912951203476187,0.9720368385314941,0.001956999620874111,0.9465514540672302,0.005985634170881769,0.7093757033348084,0.00024842706723586473
1.0,5,0.906640625,0.0120017902310447,0.9490542650222779,0.004845787598953264,0.926341438293457,0.00793432266652401,0.799213171005249,0.10045476452723566
1.5,5,0.873046875,0.012475562048961962,0.9152360200881958,0.005976778739282233,0.8863250255584717,0.009443346277642999,0.932220721244812,0.05832682960573922
