n_per_set,sae_seed,dictionary_seed,data_seed,train_batch_size,k_expected_samples_per_primitive,training_samples,optimizer_steps,expected_samples_per_pair,hungarian_90,mmcs,hungarian_assigned_cosine_mean,hungarian_assigned_cosine_min,eval_fvu,eval_mean_l0,eval_mean_l1,eval_dead_latent_fraction
256,0,0,0,16384,32000000,8192000000,500000,125000.0,0.904296875,0.9100705981254578,0.9052734375,-0.005886547267436981,0.14791260659694672,1.66845703125,0.25396662950515747,0.02734375
256,1,0,0,16384,32000000,8192000000,500000,125000.0,0.896484375,0.9023037552833557,0.8986913561820984,-0.005798885598778725,0.15354697406291962,1.7010498046875,0.25388410687446594,0.0078125
256,2,0,0,16384,32000000,8192000000,500000,125000.0,0.900390625,0.911034107208252,0.9040240049362183,0.0006001032888889313,0.14493045210838318,1.701507568359375,0.2580486834049225,0.017578125
