metric,mean,std,min,max
hungarian_90,0.900390625,0.00390625,0.896484375,0.904296875
mmcs,0.9078028202056885,0.004786634903894417,0.9023037552833556,0.911034107208252
hungarian_assigned_cosine_mean,0.9026629328727722,0.0034957597872690652,0.8986913561820984,0.9052734375
hungarian_assigned_cosine_min,-0.0036951098591089,0.003720021926291277,-0.0058865472674369,0.0006001032888889
eval_fvu,0.14879667758941648,0.004375762652161016,0.1449304521083831,0.1535469740629196
eval_mean_l0,1.690338134765625,0.01895097372672298,1.66845703125,1.701507568359375
eval_mean_l1,0.2552998065948486,0.0023809547000868295,0.2538841068744659,0.2580486834049225
eval_dead_latent_fraction,0.017578125,0.009765625,0.0078125,0.02734375
